tagNumber,tagDescription,tagStatus,equipmentClassId,manufacturer,criticalityClass,installationDate,cfihosId
XV-20298,Isolation Valve XV-20298,Out of Service,EC-VALVE-ISO,Ironclad Controls Inc.,High,2022-01-02,CFIHOS-00000028
LT-20299,Level Transmitter LT-20299,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2023-03-03,CFIHOS-00000028
LT-20300,Level Transmitter LT-20300,In Service,EC-INST-LT,Ironclad Controls Inc.,Medium,2013-12-11,CFIHOS-00000028
PT-20301,Pressure Transmitter PT-20301,Commissioning,EC-INST-PT,Halberd Valve Corporation,High,2021-11-16,CFIHOS-00000028
FT-20302,Flow Transmitter FT-20302,Out of Service,EC-INST-FT,Halberd Valve Corporation,Low,2018-11-18,CFIHOS-00000028
XV-20303,Isolation Valve XV-20303,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2012-08-11,CFIHOS-00000028
PT-20304,Pressure Transmitter PT-20304,Decommissioned,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2023-02-05,CFIHOS-00000028
PT-20305,Pressure Transmitter PT-20305,Decommissioned,EC-INST-PT,Ironclad Controls Inc.,High,2014-09-20,CFIHOS-00000028
LT-20306,Level Transmitter LT-20306,In Service,EC-INST-LT,Halberd Valve Corporation,Medium,2017-07-17,CFIHOS-00000028
K-20307,Centrifugal Compressor K-20307,Decommissioned,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Medium,2015-12-03,CFIHOS-00000028
K-20308,Centrifugal Compressor K-20308,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2016-06-05,CFIHOS-00000028
COL-20309,Distillation Column COL-20309,In Service,EC-VESSEL-COL,Halberd Valve Corporation,High,2023-04-03,CFIHOS-00000028
FCV-20310,Control Valve FCV-20310,In Service,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2021-06-25,CFIHOS-00000028
FCV-20311,Control Valve FCV-20311,Out of Service,EC-VALVE-CTRL,Halberd Valve Corporation,High,2017-02-25,CFIHOS-00000028
FCV-20312,Control Valve FCV-20312,In Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2022-08-12,CFIHOS-00000028
K-20313,Centrifugal Compressor K-20313,Commissioning,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2012-12-21,CFIHOS-00000028
LT-20314,Level Transmitter LT-20314,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,High,2018-04-17,CFIHOS-00000028
K-20315,Centrifugal Compressor K-20315,Out of Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,High,2015-12-26,CFIHOS-00000028
XV-20316,Isolation Valve XV-20316,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,High,2012-08-08,CFIHOS-00000028
TT-20317,Temperature Transmitter TT-20317,Out of Service,EC-INST-TT,Halberd Valve Corporation,High,2022-12-06,CFIHOS-00000028
K-20318,Centrifugal Compressor K-20318,In Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,High,2019-12-13,CFIHOS-00000028
TT-20319,Temperature Transmitter TT-20319,Out of Service,EC-INST-TT,Ironclad Controls Inc.,High,2019-04-27,CFIHOS-00000028
TT-20320,Temperature Transmitter TT-20320,Decommissioned,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2015-08-03,CFIHOS-00000028
P-20321,Reciprocating Pump P-20321,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,High,2020-01-08,CFIHOS-00000028
FT-20322,Flow Transmitter FT-20322,Out of Service,EC-INST-FT,Halberd Valve Corporation,Medium,2018-04-25,CFIHOS-00000028
P-20323,Reciprocating Pump P-20323,Commissioning,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Low,2019-07-01,CFIHOS-00000028
COL-20324,Distillation Column COL-20324,Commissioning,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2013-04-07,CFIHOS-00000028
K-20325,Centrifugal Compressor K-20325,Commissioning,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,High,2016-03-16,CFIHOS-00000028
V-20326,Separator V-20326,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2018-02-05,CFIHOS-00000028
TT-20327,Temperature Transmitter TT-20327,Out of Service,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2014-02-02,CFIHOS-00000028
XV-20328,Isolation Valve XV-20328,In Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2021-01-23,CFIHOS-00000028
K-20329,Centrifugal Compressor K-20329,Commissioning,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2020-07-27,CFIHOS-00000028
FT-20330,Flow Transmitter FT-20330,Commissioning,EC-INST-FT,Ironclad Controls Inc.,Medium,2020-06-05,CFIHOS-00000028
P-20331,Reciprocating Pump P-20331,Out of Service,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2023-02-28,CFIHOS-00000028
LT-20332,Level Transmitter LT-20332,In Service,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2012-11-25,CFIHOS-00000028
FCV-20333,Control Valve FCV-20333,Out of Service,EC-VALVE-CTRL,Halberd Valve Corporation,High,2019-11-02,CFIHOS-00000028
FCV-20334,Control Valve FCV-20334,Decommissioned,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2018-03-21,CFIHOS-00000028
E-20335,Shell & Tube Exchanger E-20335,Out of Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2015-12-05,CFIHOS-00000028
E-20336,Shell & Tube Exchanger E-20336,Out of Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2016-07-07,CFIHOS-00000028
V-20337,Separator V-20337,In Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2014-07-27,CFIHOS-00000028
FCV-20338,Control Valve FCV-20338,Commissioning,EC-VALVE-CTRL,Halberd Valve Corporation,Medium,2021-06-25,CFIHOS-00000028
COL-20339,Distillation Column COL-20339,In Service,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Low,2013-01-29,CFIHOS-00000028
K-20340,Centrifugal Compressor K-20340,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,High,2014-01-11,CFIHOS-00000028
FCV-20341,Control Valve FCV-20341,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2021-09-27,CFIHOS-00000028
PSV-20342,Pressure Relief Valve PSV-20342,Commissioning,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2018-12-06,CFIHOS-00000028
FCV-20343,Control Valve FCV-20343,Decommissioned,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2012-06-09,CFIHOS-00000028
FT-20344,Flow Transmitter FT-20344,Out of Service,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2014-08-21,CFIHOS-00000028
FCV-20345,Control Valve FCV-20345,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2022-07-07,CFIHOS-00000028
PSV-20346,Pressure Relief Valve PSV-20346,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2014-01-19,CFIHOS-00000028
V-20347,Separator V-20347,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2021-04-22,CFIHOS-00000028
V-20348,Separator V-20348,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2014-11-25,CFIHOS-00000028
FCV-20349,Control Valve FCV-20349,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2015-10-05,CFIHOS-00000028
TT-20350,Temperature Transmitter TT-20350,Commissioning,EC-INST-TT,Ironclad Controls Inc.,Medium,2020-04-30,CFIHOS-00000028
E-20351,Shell & Tube Exchanger E-20351,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2019-11-21,CFIHOS-00000028
PT-20352,Pressure Transmitter PT-20352,Decommissioned,EC-INST-PT,Ironclad Controls Inc.,High,2013-11-01,CFIHOS-00000028
XV-20353,Isolation Valve XV-20353,Commissioning,EC-VALVE-ISO,Ironclad Controls Inc.,Low,2013-03-31,CFIHOS-00000028
V-20354,Separator V-20354,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2016-03-01,CFIHOS-00000028
K-20355,Centrifugal Compressor K-20355,Out of Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,High,2020-02-09,CFIHOS-00000028
V-20356,Separator V-20356,Decommissioned,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2013-08-08,CFIHOS-00000028
PSV-20357,Pressure Relief Valve PSV-20357,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2016-12-16,CFIHOS-00000028
P-20358,Centrifugal Pump P-20358,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2018-01-31,CFIHOS-00000028
FCV-20359,Control Valve FCV-20359,Decommissioned,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2016-06-18,CFIHOS-00000028
PSV-20360,Pressure Relief Valve PSV-20360,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Medium,2013-11-25,CFIHOS-00000028
P-20361,Centrifugal Pump P-20361,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2013-11-05,CFIHOS-00000028
P-20362,Centrifugal Pump P-20362,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,High,2020-08-06,CFIHOS-00000028
XV-20363,Isolation Valve XV-20363,Out of Service,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2019-05-29,CFIHOS-00000028
P-20364,Reciprocating Pump P-20364,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2016-02-02,CFIHOS-00000028
K-20365,Centrifugal Compressor K-20365,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2015-10-06,CFIHOS-00000028
P-20366,Reciprocating Pump P-20366,Decommissioned,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2012-06-25,CFIHOS-00000028
COL-20367,Distillation Column COL-20367,In Service,EC-VESSEL-COL,Ironclad Controls Inc.,High,2020-02-09,CFIHOS-00000028
P-20368,Centrifugal Pump P-20368,Decommissioned,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2019-08-03,CFIHOS-00000028
PSV-20369,Pressure Relief Valve PSV-20369,Commissioning,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Medium,2023-04-10,CFIHOS-00000028
FCV-20370,Control Valve FCV-20370,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2015-05-11,CFIHOS-00000028
K-20371,Centrifugal Compressor K-20371,In Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,High,2017-07-12,CFIHOS-00000028
P-20372,Reciprocating Pump P-20372,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,High,2020-08-05,CFIHOS-00000028
COL-20373,Distillation Column COL-20373,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,High,2013-09-28,CFIHOS-00000028
COL-20374,Distillation Column COL-20374,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,High,2017-05-19,CFIHOS-00000028
K-20375,Centrifugal Compressor K-20375,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2012-11-07,CFIHOS-00000028
LT-20376,Level Transmitter LT-20376,Out of Service,EC-INST-LT,Halberd Valve Corporation,Low,2017-06-20,CFIHOS-00000028
LT-20377,Level Transmitter LT-20377,Out of Service,EC-INST-LT,Ironclad Controls Inc.,Medium,2019-09-15,CFIHOS-00000028
P-20378,Centrifugal Pump P-20378,In Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2013-11-17,CFIHOS-00000028
V-20379,Separator V-20379,Decommissioned,EC-VESSEL-SEP,Halberd Valve Corporation,Medium,2016-09-27,CFIHOS-00000028
FT-20380,Flow Transmitter FT-20380,Out of Service,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2018-08-27,CFIHOS-00000028
TT-20381,Temperature Transmitter TT-20381,Commissioning,EC-INST-TT,Halberd Valve Corporation,Low,2015-09-15,CFIHOS-00000028
COL-20382,Distillation Column COL-20382,In Service,EC-VESSEL-COL,Halberd Valve Corporation,High,2018-10-09,CFIHOS-00000028
V-20383,Separator V-20383,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2018-02-17,CFIHOS-00000028
COL-20384,Distillation Column COL-20384,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2017-02-11,CFIHOS-00000028
FCV-20385,Control Valve FCV-20385,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2014-03-07,CFIHOS-00000028
COL-20386,Distillation Column COL-20386,In Service,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2015-01-18,CFIHOS-00000028
V-20387,Separator V-20387,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Low,2019-02-25,CFIHOS-00000028
COL-20388,Distillation Column COL-20388,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,High,2013-06-17,CFIHOS-00000028
FT-20389,Flow Transmitter FT-20389,Out of Service,EC-INST-FT,Halberd Valve Corporation,Medium,2022-07-28,CFIHOS-00000028
LT-20390,Level Transmitter LT-20390,Decommissioned,EC-INST-LT,Halberd Valve Corporation,High,2012-08-03,CFIHOS-00000028
PSV-20391,Pressure Relief Valve PSV-20391,Commissioning,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2019-11-02,CFIHOS-00000028
E-20392,Shell & Tube Exchanger E-20392,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2023-06-25,CFIHOS-00000028
LT-20393,Level Transmitter LT-20393,Out of Service,EC-INST-LT,Ironclad Controls Inc.,Medium,2015-01-20,CFIHOS-00000028
COL-20394,Distillation Column COL-20394,In Service,EC-VESSEL-COL,Halberd Valve Corporation,Low,2013-04-22,CFIHOS-00000028
FCV-20395,Control Valve FCV-20395,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2013-09-20,CFIHOS-00000028
V-20396,Separator V-20396,Commissioning,EC-VESSEL-SEP,Ironclad Controls Inc.,High,2015-04-27,CFIHOS-00000028
E-20397,Shell & Tube Exchanger E-20397,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2016-05-21,CFIHOS-00000028
FCV-20398,Control Valve FCV-20398,In Service,EC-VALVE-CTRL,Halberd Valve Corporation,Medium,2020-10-12,CFIHOS-00000028
V-20399,Separator V-20399,In Service,EC-VESSEL-SEP,Halberd Valve Corporation,Low,2022-07-20,CFIHOS-00000028
TT-20400,Temperature Transmitter TT-20400,In Service,EC-INST-TT,Reedmoor Pumps & Compressors,High,2017-11-01,CFIHOS-00000028
TT-20401,Temperature Transmitter TT-20401,Out of Service,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2020-01-06,CFIHOS-00000028
LT-20402,Level Transmitter LT-20402,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,Low,2012-08-24,CFIHOS-00000028
FCV-20403,Control Valve FCV-20403,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2016-12-18,CFIHOS-00000028
FT-20404,Flow Transmitter FT-20404,Commissioning,EC-INST-FT,Halberd Valve Corporation,Low,2017-02-11,CFIHOS-00000028
P-20405,Reciprocating Pump P-20405,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2020-01-05,CFIHOS-00000028
FCV-20406,Control Valve FCV-20406,In Service,EC-VALVE-CTRL,Halberd Valve Corporation,High,2022-05-09,CFIHOS-00000028
TT-20407,Temperature Transmitter TT-20407,Decommissioned,EC-INST-TT,Halberd Valve Corporation,Medium,2019-02-26,CFIHOS-00000028
PT-20408,Pressure Transmitter PT-20408,In Service,EC-INST-PT,Ironclad Controls Inc.,Low,2022-11-11,CFIHOS-00000028
XV-20409,Isolation Valve XV-20409,Out of Service,EC-VALVE-ISO,Halberd Valve Corporation,Low,2015-02-13,CFIHOS-00000028
LT-20410,Level Transmitter LT-20410,Out of Service,EC-INST-LT,Ironclad Controls Inc.,Low,2014-06-05,CFIHOS-00000028
E-20411,Shell & Tube Exchanger E-20411,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2013-07-11,CFIHOS-00000028
XV-20412,Isolation Valve XV-20412,Out of Service,EC-VALVE-ISO,Ironclad Controls Inc.,High,2019-11-26,CFIHOS-00000028
E-20413,Shell & Tube Exchanger E-20413,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2018-06-11,CFIHOS-00000028
FCV-20414,Control Valve FCV-20414,Commissioning,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2023-05-12,CFIHOS-00000028
FT-20415,Flow Transmitter FT-20415,In Service,EC-INST-FT,Ironclad Controls Inc.,High,2012-10-16,CFIHOS-00000028
FT-20416,Flow Transmitter FT-20416,Out of Service,EC-INST-FT,Halberd Valve Corporation,Low,2022-03-15,CFIHOS-00000028
TT-20417,Temperature Transmitter TT-20417,Decommissioned,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2012-04-18,CFIHOS-00000028
P-20418,Reciprocating Pump P-20418,In Service,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2020-03-17,CFIHOS-00000028
FCV-20419,Control Valve FCV-20419,In Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2019-02-01,CFIHOS-00000028
TT-20420,Temperature Transmitter TT-20420,Out of Service,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2013-06-23,CFIHOS-00000028
K-20421,Centrifugal Compressor K-20421,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2017-04-17,CFIHOS-00000028
LT-20422,Level Transmitter LT-20422,Decommissioned,EC-INST-LT,Ironclad Controls Inc.,High,2016-01-29,CFIHOS-00000028
COL-20423,Distillation Column COL-20423,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,High,2019-01-18,CFIHOS-00000028
TT-20424,Temperature Transmitter TT-20424,Decommissioned,EC-INST-TT,Halberd Valve Corporation,Medium,2021-04-01,CFIHOS-00000028
P-20425,Reciprocating Pump P-20425,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2017-12-15,CFIHOS-00000028
PT-20426,Pressure Transmitter PT-20426,Commissioning,EC-INST-PT,Ironclad Controls Inc.,Medium,2023-04-26,CFIHOS-00000028
P-20427,Reciprocating Pump P-20427,Out of Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Medium,2013-04-28,CFIHOS-00000028
V-20428,Separator V-20428,Out of Service,EC-VESSEL-SEP,Ironclad Controls Inc.,High,2013-01-18,CFIHOS-00000028
XV-20429,Isolation Valve XV-20429,In Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Low,2018-05-31,CFIHOS-00000028
PSV-20430,Pressure Relief Valve PSV-20430,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2021-10-12,CFIHOS-00000028
P-20431,Reciprocating Pump P-20431,Out of Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Low,2013-12-29,CFIHOS-00000028
FT-20432,Flow Transmitter FT-20432,Out of Service,EC-INST-FT,Ironclad Controls Inc.,Low,2012-01-09,CFIHOS-00000028
FCV-20433,Control Valve FCV-20433,Commissioning,EC-VALVE-CTRL,Halberd Valve Corporation,Medium,2015-09-30,CFIHOS-00000028
P-20434,Reciprocating Pump P-20434,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2016-08-24,CFIHOS-00000028
LT-20435,Level Transmitter LT-20435,Commissioning,EC-INST-LT,Halberd Valve Corporation,Medium,2022-10-29,CFIHOS-00000028
K-20436,Centrifugal Compressor K-20436,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2014-11-02,CFIHOS-00000028
P-20437,Reciprocating Pump P-20437,Commissioning,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Low,2012-10-12,CFIHOS-00000028
FCV-20438,Control Valve FCV-20438,Decommissioned,EC-VALVE-CTRL,Halberd Valve Corporation,High,2014-05-02,CFIHOS-00000028
E-20439,Shell & Tube Exchanger E-20439,Out of Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Medium,2016-08-26,CFIHOS-00000028
PT-20440,Pressure Transmitter PT-20440,Decommissioned,EC-INST-PT,Ironclad Controls Inc.,High,2013-01-15,CFIHOS-00000028
V-20441,Separator V-20441,Decommissioned,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2014-08-10,CFIHOS-00000028
TT-20442,Temperature Transmitter TT-20442,Decommissioned,EC-INST-TT,Halberd Valve Corporation,Medium,2015-06-08,CFIHOS-00000028
TT-20443,Temperature Transmitter TT-20443,Commissioning,EC-INST-TT,Ironclad Controls Inc.,High,2015-11-19,CFIHOS-00000028
FCV-20444,Control Valve FCV-20444,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2013-04-09,CFIHOS-00000028
TT-20445,Temperature Transmitter TT-20445,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,Low,2022-11-22,CFIHOS-00000028
TT-20446,Temperature Transmitter TT-20446,In Service,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2012-12-13,CFIHOS-00000028
LT-20447,Level Transmitter LT-20447,Decommissioned,EC-INST-LT,Halberd Valve Corporation,Medium,2017-03-02,CFIHOS-00000028
XV-20448,Isolation Valve XV-20448,In Service,EC-VALVE-ISO,Ironclad Controls Inc.,Low,2016-05-21,CFIHOS-00000028
XV-20449,Isolation Valve XV-20449,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,Low,2015-04-03,CFIHOS-00000028
XV-20450,Isolation Valve XV-20450,Decommissioned,EC-VALVE-ISO,Halberd Valve Corporation,High,2013-07-17,CFIHOS-00000028
FCV-20451,Control Valve FCV-20451,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2017-06-30,CFIHOS-00000028
FT-20452,Flow Transmitter FT-20452,Commissioning,EC-INST-FT,Ironclad Controls Inc.,Medium,2012-09-19,CFIHOS-00000028
PT-20453,Pressure Transmitter PT-20453,Commissioning,EC-INST-PT,Ironclad Controls Inc.,Medium,2018-06-15,CFIHOS-00000028
PSV-20454,Pressure Relief Valve PSV-20454,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Low,2021-06-24,CFIHOS-00000028
PT-20455,Pressure Transmitter PT-20455,Commissioning,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2015-03-28,CFIHOS-00000028
V-20456,Separator V-20456,Decommissioned,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Low,2017-11-09,CFIHOS-00000028
PT-20457,Pressure Transmitter PT-20457,In Service,EC-INST-PT,Ironclad Controls Inc.,Low,2018-08-23,CFIHOS-00000028
PSV-20458,Pressure Relief Valve PSV-20458,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,Low,2015-09-23,CFIHOS-00000028
FCV-20459,Control Valve FCV-20459,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2021-04-15,CFIHOS-00000028
E-20460,Shell & Tube Exchanger E-20460,In Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Medium,2012-06-19,CFIHOS-00000028
PSV-20461,Pressure Relief Valve PSV-20461,Commissioning,EC-VALVE-RELIEF,Halberd Valve Corporation,Medium,2012-11-01,CFIHOS-00000028
COL-20462,Distillation Column COL-20462,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,High,2021-02-25,CFIHOS-00000028
PT-20463,Pressure Transmitter PT-20463,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2017-08-08,CFIHOS-00000028
P-20464,Reciprocating Pump P-20464,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,High,2019-10-20,CFIHOS-00000028
E-20465,Shell & Tube Exchanger E-20465,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2017-06-17,CFIHOS-00000028
FCV-20466,Control Valve FCV-20466,In Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2018-07-30,CFIHOS-00000028
COL-20467,Distillation Column COL-20467,Commissioning,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2014-03-31,CFIHOS-00000028
K-20468,Centrifugal Compressor K-20468,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2013-10-16,CFIHOS-00000028
COL-20469,Distillation Column COL-20469,Commissioning,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Low,2012-09-18,CFIHOS-00000028
TT-20470,Temperature Transmitter TT-20470,Commissioning,EC-INST-TT,Reedmoor Pumps & Compressors,High,2021-11-10,CFIHOS-00000028
FCV-20471,Control Valve FCV-20471,Out of Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,High,2017-05-02,CFIHOS-00000028
FCV-20472,Control Valve FCV-20472,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2022-01-15,CFIHOS-00000028
TT-20473,Temperature Transmitter TT-20473,In Service,EC-INST-TT,Halberd Valve Corporation,High,2019-09-29,CFIHOS-00000028
XV-20474,Isolation Valve XV-20474,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,Medium,2019-09-15,CFIHOS-00000028
FT-20475,Flow Transmitter FT-20475,Decommissioned,EC-INST-FT,Halberd Valve Corporation,High,2016-03-26,CFIHOS-00000028
PT-20476,Pressure Transmitter PT-20476,Out of Service,EC-INST-PT,Halberd Valve Corporation,Low,2015-01-02,CFIHOS-00000028
TT-20477,Temperature Transmitter TT-20477,In Service,EC-INST-TT,Halberd Valve Corporation,Low,2019-06-19,CFIHOS-00000028
TT-20478,Temperature Transmitter TT-20478,Decommissioned,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2013-02-05,CFIHOS-00000028
V-20479,Separator V-20479,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Low,2014-01-04,CFIHOS-00000028
PT-20480,Pressure Transmitter PT-20480,Decommissioned,EC-INST-PT,Reedmoor Pumps & Compressors,High,2017-12-06,CFIHOS-00000028
FCV-20481,Control Valve FCV-20481,Commissioning,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2023-01-30,CFIHOS-00000028
P-20482,Centrifugal Pump P-20482,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2013-12-28,CFIHOS-00000028
E-20483,Shell & Tube Exchanger E-20483,In Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2021-03-21,CFIHOS-00000028
E-20484,Shell & Tube Exchanger E-20484,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2023-03-13,CFIHOS-00000028
E-20485,Shell & Tube Exchanger E-20485,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2017-05-29,CFIHOS-00000028
FCV-20486,Control Valve FCV-20486,In Service,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2015-02-15,CFIHOS-00000028
LT-20487,Level Transmitter LT-20487,Commissioning,EC-INST-LT,Reedmoor Pumps & Compressors,Low,2013-06-27,CFIHOS-00000028
FCV-20488,Control Valve FCV-20488,Decommissioned,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2012-11-20,CFIHOS-00000028
E-20489,Shell & Tube Exchanger E-20489,Commissioning,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,High,2013-04-28,CFIHOS-00000028
FT-20490,Flow Transmitter FT-20490,Decommissioned,EC-INST-FT,Halberd Valve Corporation,Low,2019-04-07,CFIHOS-00000028
