itemId,name,failureModeClass,cfihosId
MI-003309,LT-25186 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003310,LT-38494 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003311,TT-34362 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003312,XV-12802 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003313,XV-22219 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003314,FT-13165 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003315,PSV-14103 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003316,K-19640 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003317,P-9244 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003318,P-9878 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003319,E-28485 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003320,XV-25788 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003321,E-11456 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003322,XV-21602 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003323,E-6337 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003324,K-38181 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003325,P-7669 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003326,V-4705 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003327,XV-30857 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003328,PSV-30880 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003329,PT-30621 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003330,LT-33161 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003331,P-4284 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003332,LT-26098 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003333,PSV-7192 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003334,LT-1617 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003335,FT-18210 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003336,V-9905 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003337,K-7412 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003338,XV-3843 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003339,PSV-11593 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003340,V-38910 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003341,TT-17714 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003342,PSV-16891 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003343,PSV-7416 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003344,P-5667 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003345,FT-36323 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003346,XV-16535 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003347,K-15699 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003348,FT-24793 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003349,FCV-31154 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003350,K-22920 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003351,FT-33936 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003352,E-4373 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003353,PSV-22793 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003354,K-19004 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003355,XV-13628 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003356,E-6371 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003357,FT-5598 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003358,V-5771 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003359,FCV-14985 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003360,P-39475 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003361,PT-21313 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003362,XV-19669 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003363,E-25929 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003364,PSV-28939 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003365,PSV-34815 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003366,TT-30646 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003367,FT-21554 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003368,P-12241 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003369,FT-34705 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003370,K-32167 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003371,PT-9523 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003372,V-25260 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003373,K-18238 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003374,FCV-35345 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003375,FT-20380 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003376,V-28916 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003377,LT-8776 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003378,PT-24218 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003379,K-36342 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003380,FT-18247 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003381,P-16478 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003382,P-18942 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003383,P-98 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003384,XV-38708 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003385,XV-6686 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003386,P-2729 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003387,PT-37828 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003388,K-2465 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003389,FCV-31325 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003390,XV-27518 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003391,P-17059 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003392,TT-24139 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003393,P-775 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003394,TT-14340 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003395,P-25477 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003396,XV-34378 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003397,FT-31478 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003398,FCV-3794 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003399,FT-3369 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003400,E-26799 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003401,TT-32902 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003402,V-35075 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003403,FCV-15724 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003404,P-35175 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003405,PT-18259 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003406,FCV-6996 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003407,FCV-8787 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003408,LT-606 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003409,P-2637 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003410,XV-6455 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003411,K-22124 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003412,XV-34384 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003413,K-410 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003414,LT-23512 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003415,PT-37408 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003416,FCV-7225 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003417,PSV-34869 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003418,E-32638 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003419,PT-39235 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003420,FCV-38714 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003421,XV-35500 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003422,V-17306 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003423,P-36143 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003424,V-25715 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003425,FCV-39339 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003426,TT-38840 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003427,COL-29433 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003428,XV-39585 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003429,XV-7090 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003430,K-6639 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003431,COL-24828 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003432,V-35612 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003433,V-20200 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003434,COL-19991 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003435,V-10942 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003436,K-7900 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003437,V-18825 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003438,PSV-20779 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003439,P-36409 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003440,P-31091 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003441,P-8294 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003442,PT-8402 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003443,E-15181 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003444,FCV-27293 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003445,LT-6010 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003446,XV-30405 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003447,LT-13123 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003448,FCV-38165 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003449,COL-15585 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003450,E-25349 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003451,LT-6269 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003452,PT-3515 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003453,P-16408 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003454,FT-4136 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003455,FCV-3042 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003456,P-35242 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003457,V-20680 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003458,PSV-30861 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003459,V-21550 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003460,FCV-6099 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003461,TT-15030 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003462,FT-38716 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003463,V-30363 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003464,LT-9352 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003465,LT-25172 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003466,LT-1578 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003467,TT-3753 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003468,PT-23464 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003469,PT-3081 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003470,TT-26249 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003471,PT-26279 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003472,LT-4673 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003473,E-32370 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003474,V-29447 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003475,XV-26423 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003476,FT-31913 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003477,COL-9602 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003478,LT-29985 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003479,E-17121 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003480,P-27379 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003481,PT-3789 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003482,XV-3124 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003483,FT-37379 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003484,LT-32036 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003485,E-29006 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003486,PT-10584 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003487,TT-22248 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003488,PSV-11324 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003489,COL-35955 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003490,TT-12309 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003491,E-38199 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003492,LT-8340 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003493,FCV-34287 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003494,PT-4406 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003495,PT-11974 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003496,LT-38727 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003497,PSV-34392 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003498,E-231 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003499,FT-3448 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003500,P-14866 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003501,FT-37296 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003502,COL-37134 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003503,TT-11437 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003504,E-26399 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003505,K-37588 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003506,XV-18490 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003507,V-30930 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003508,COL-16402 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003509,E-456 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003510,FT-21250 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003511,E-11706 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003512,P-37551 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003513,TT-9989 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003514,LT-3881 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003515,E-20037 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003516,COL-16589 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003517,COL-38385 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003518,P-289 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003519,XV-8035 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003520,E-33631 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003521,TT-38864 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003522,TT-8319 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003523,LT-39921 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003524,COL-19062 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003525,COL-23912 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003526,P-22826 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003527,K-17242 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003528,COL-15295 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003529,PSV-21476 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003530,P-470 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003531,FT-38456 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003532,E-32274 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003533,FCV-38163 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003534,COL-30385 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003535,FCV-15046 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003536,XV-17144 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003537,E-8599 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003538,PT-12090 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003539,K-30374 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003540,PT-32763 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003541,E-3282 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003542,XV-12585 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003543,V-31469 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003544,P-33100 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003545,P-30217 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003546,V-29935 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003547,K-2578 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003548,TT-15468 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003549,FT-16196 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003550,FT-12046 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003551,FT-23642 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003552,COL-35188 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003553,K-28541 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003554,E-7565 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003555,P-19188 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003556,V-30099 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003557,PT-11231 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003558,E-6468 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003559,TT-16901 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003560,XV-7825 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003561,COL-33256 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003562,K-1854 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003563,COL-3388 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003564,P-39986 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003565,K-13298 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003566,XV-20194 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003567,PSV-18081 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003568,V-15983 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003569,PT-944 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003570,FCV-2684 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003571,PT-22166 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003572,E-10395 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003573,PSV-12475 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003574,COL-3673 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003575,TT-28923 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003576,PT-28733 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003577,XV-27581 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003578,COL-34158 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003579,TT-37330 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003580,PSV-26119 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003581,PT-27389 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003582,TT-29156 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003583,LT-12191 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003584,PSV-23495 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003585,XV-10673 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003586,PSV-23672 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003587,FT-16165 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003588,FT-20055 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003589,E-26442 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003590,V-1803 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003591,FT-32592 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003592,E-18497 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003593,P-7488 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003594,P-27191 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003595,TT-16298 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003596,E-7178 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003597,E-14553 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003598,K-10335 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003599,COL-33097 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003600,K-38451 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003601,FCV-14638 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003602,TT-2603 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003603,V-12488 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003604,XV-24165 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003605,PT-31593 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003606,K-1468 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003607,FCV-23373 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003608,PT-33558 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003609,PT-12349 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003610,TT-19665 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003611,V-21721 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003612,PSV-29056 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003613,TT-38037 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003614,V-12378 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003615,FCV-25307 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003616,FCV-39157 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003617,P-36699 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003618,PSV-20634 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003619,P-34176 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003620,TT-35999 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003621,XV-38246 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003622,K-2590 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003623,TT-10370 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003624,V-27614 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003625,FT-31039 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-003626,FCV-20189 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-003627,COL-30403 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003628,COL-5306 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-003629,XV-16350 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003630,P-19097 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-003631,PSV-37001 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003632,TT-34634 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003633,K-33750 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003634,TT-36028 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-003635,FCV-5433 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-003636,COL-11329 - Primary Maintainable Component,Leakage,CFIHOS-00000089
