otAssetId,tagNumber,deviceType,firmwareVersion,ipAddress,macAddress,vendor,purdueLevel,isInternetFacing
OTA-005629,FT-14886,Sensor,4.5.7,192.168.11.77,03:8A:F5:87:77:1D,Halberd Valve Corporation,0,false
OTA-005630,FCV-14892,Positioner/RTU,5.7.7,192.168.6.88,9E:DA:EB:19:CE:20,Halberd Valve Corporation,1,false
OTA-005631,TT-14893,Sensor,1.0.2,192.168.8.231,F9:7E:C1:1F:B7:DB,Ironclad Controls Inc.,1,false
OTA-005632,PT-14896,Sensor,1.7.7,192.168.9.43,60:34:C6:AF:96:3E,Sentinel Automation Services,0,false
OTA-005633,TT-14897,Sensor,3.8.9,192.168.2.155,3E:C6:94:EB:5B:7B,Ironclad Controls Inc.,1,false
OTA-005634,FCV-14898,Positioner/RTU,3.4.4,192.168.24.99,3B:3A:CE:AA:A9:5F,Ironclad Controls Inc.,0,false
OTA-005635,TT-14900,Sensor,5.4.5,192.168.40.117,D3:6F:0B:F6:C1:E6,Ironclad Controls Inc.,0,false
OTA-005636,FT-14903,Sensor,1.1.5,192.168.23.208,18:3A:C4:14:7B:F8,Ironclad Controls Inc.,1,false
OTA-005637,PT-14905,Sensor,1.4.6,192.168.24.3,B1:E3:6A:E1:4B:D6,Halberd Valve Corporation,1,false
OTA-005638,FCV-14907,Positioner/RTU,4.7.0,192.168.32.5,23:F8:10:6A:7D:A9,Halberd Valve Corporation,1,false
OTA-005639,FCV-14909,Positioner/RTU,5.8.5,192.168.21.119,42:39:BE:89:B1:1F,Ironclad Controls Inc.,1,false
OTA-005640,FCV-14910,Positioner/RTU,5.6.3,192.168.22.75,56:95:70:95:27:AE,Halberd Valve Corporation,1,false
OTA-005641,LT-14911,Sensor,4.9.9,192.168.20.19,80:E7:94:81:DF:C0,Halberd Valve Corporation,0,false
OTA-005642,LT-14918,Sensor,5.5.1,192.168.18.161,CA:F8:ED:2C:F1:7B,Ironclad Controls Inc.,0,false
OTA-005643,FCV-14919,Positioner/RTU,2.8.7,192.168.6.130,84:E7:86:2A:6B:63,Sentinel Automation Services,1,false
OTA-005644,PT-14922,Sensor,4.9.7,192.168.7.23,97:B7:06:0C:B3:F8,Ironclad Controls Inc.,1,false
OTA-005645,FCV-14926,Positioner/RTU,5.2.9,192.168.18.163,D4:F4:8C:FB:26:C5,Halberd Valve Corporation,0,false
OTA-005646,FCV-14927,Positioner/RTU,5.3.6,192.168.7.100,ED:26:13:E8:9F:A6,Halberd Valve Corporation,0,false
OTA-005647,PT-14929,Sensor,4.6.0,192.168.3.90,4A:E2:E4:3D:BD:2B,Sentinel Automation Services,1,false
OTA-005648,FCV-14931,Positioner/RTU,3.5.0,192.168.15.154,E0:EF:CE:99:1D:D3,Ironclad Controls Inc.,0,false
OTA-005649,FCV-14934,Positioner/RTU,5.8.7,192.168.16.107,5C:C0:54:70:E7:92,Sentinel Automation Services,1,false
OTA-005650,LT-14937,Sensor,5.2.3,192.168.27.154,A4:3E:3D:CB:4B:D2,Sentinel Automation Services,0,false
OTA-005651,PT-14942,Sensor,2.2.4,192.168.10.245,26:2B:95:87:54:12,Ironclad Controls Inc.,0,false
OTA-005652,TT-14943,Sensor,3.7.1,192.168.22.240,00:22:EA:86:9F:E6,Halberd Valve Corporation,0,false
OTA-005653,FT-14950,Sensor,3.9.4,192.168.18.140,04:05:13:AA:0C:C2,Ironclad Controls Inc.,1,false
OTA-005654,TT-14956,Sensor,3.7.4,192.168.8.247,21:67:C6:9D:A0:AD,Ironclad Controls Inc.,1,false
OTA-005655,PT-14958,Sensor,1.6.0,192.168.18.105,F1:B3:88:FC:79:09,Ironclad Controls Inc.,0,false
OTA-005656,FT-14959,Sensor,1.2.7,192.168.3.158,E2:B8:B4:B7:FC:ED,Halberd Valve Corporation,0,false
OTA-005657,LT-14960,Sensor,2.8.6,192.168.23.87,D5:31:9F:5B:4B:4F,Halberd Valve Corporation,1,false
OTA-005658,FCV-14961,Positioner/RTU,2.0.1,192.168.2.197,18:AD:C0:02:B7:BB,Ironclad Controls Inc.,1,false
OTA-005659,PT-14963,Sensor,5.7.3,192.168.22.105,18:0E:FE:B3:54:07,Halberd Valve Corporation,0,false
OTA-005660,PT-14964,Sensor,2.0.9,192.168.23.246,9F:46:11:38:38:78,Halberd Valve Corporation,0,false
OTA-005661,FCV-14965,Positioner/RTU,1.4.1,192.168.29.153,F8:8F:14:8A:B2:34,Ironclad Controls Inc.,0,false
OTA-005662,LT-14969,Sensor,4.0.9,192.168.30.11,EB:93:70:7B:31:5F,Halberd Valve Corporation,0,false
OTA-005663,PT-14973,Sensor,1.4.3,192.168.14.221,8B:33:FD:03:48:B3,Ironclad Controls Inc.,1,false
OTA-005664,PT-14974,Sensor,4.5.9,192.168.8.108,C5:60:0A:04:25:E2,Ironclad Controls Inc.,1,false
OTA-005665,LT-14975,Sensor,4.4.1,192.168.18.66,5F:DC:17:92:4B:77,Sentinel Automation Services,0,false
OTA-005666,PT-14976,Sensor,2.9.3,192.168.1.72,3A:B2:85:5D:AA:63,Sentinel Automation Services,0,false
OTA-005667,FT-14977,Sensor,3.1.7,192.168.20.218,48:E8:04:83:F0:F9,Halberd Valve Corporation,0,false
OTA-005668,FCV-14980,Positioner/RTU,1.6.2,192.168.40.179,5A:BB:34:97:3A:7E,Sentinel Automation Services,0,false
OTA-005669,PT-14981,Sensor,4.5.1,192.168.12.197,CC:36:C7:18:63:AF,Sentinel Automation Services,0,false
OTA-005670,FCV-14985,Positioner/RTU,2.9.4,192.168.35.146,C5:36:44:09:1A:65,Ironclad Controls Inc.,1,false
OTA-005671,FT-14986,Sensor,2.5.8,192.168.12.183,AF:F8:77:7A:E6:1E,Ironclad Controls Inc.,1,false
OTA-005672,FT-14989,Sensor,2.4.9,192.168.16.65,5B:7A:21:F6:41:52,Ironclad Controls Inc.,0,false
OTA-005673,FCV-14991,Positioner/RTU,5.9.3,192.168.2.141,1D:D1:80:4E:0C:4F,Halberd Valve Corporation,0,false
OTA-005674,TT-14993,Sensor,5.3.4,192.168.33.101,BD:45:06:31:75:F9,Halberd Valve Corporation,0,false
OTA-005675,FCV-14994,Positioner/RTU,4.3.2,192.168.21.54,F0:93:C2:2D:C0:A6,Ironclad Controls Inc.,1,false
OTA-005676,FT-14996,Sensor,2.2.7,192.168.9.142,C1:88:49:83:EE:89,Sentinel Automation Services,0,false
OTA-005677,TT-15000,Sensor,3.6.1,192.168.24.223,C8:92:F6:38:37:EA,Halberd Valve Corporation,1,false
OTA-005678,TT-15004,Sensor,5.3.5,192.168.8.190,BB:0E:DC:DC:A4:F7,Halberd Valve Corporation,1,false
OTA-005679,FCV-15008,Positioner/RTU,5.8.4,192.168.4.78,E1:5F:E7:21:AC:C7,Sentinel Automation Services,0,false
OTA-005680,FCV-15014,Positioner/RTU,1.7.5,192.168.31.128,B1:15:1C:6A:39:AE,Sentinel Automation Services,1,false
OTA-005681,PT-15018,Sensor,4.1.4,192.168.11.190,28:70:59:D8:EB:5E,Halberd Valve Corporation,1,false
OTA-005682,TT-15024,Sensor,5.5.0,192.168.39.39,07:D2:0D:D0:D3:AF,Ironclad Controls Inc.,1,false
OTA-005683,FCV-15026,Positioner/RTU,2.0.8,192.168.13.103,1E:F8:E0:8D:31:DB,Sentinel Automation Services,1,false
OTA-005684,FCV-15029,Positioner/RTU,5.2.0,192.168.5.42,35:21:5A:10:37:45,Halberd Valve Corporation,0,false
OTA-005685,TT-15030,Sensor,1.1.0,192.168.27.155,DD:18:B1:9E:26:96,Sentinel Automation Services,1,false
OTA-005686,PT-15031,Sensor,5.0.6,192.168.10.230,1C:74:15:8F:55:AB,Halberd Valve Corporation,1,false
OTA-005687,TT-15032,Sensor,2.2.0,192.168.17.28,9F:AC:18:F1:86:2F,Halberd Valve Corporation,0,false
OTA-005688,TT-15034,Sensor,5.1.2,192.168.13.79,29:6D:5D:59:1A:0F,Sentinel Automation Services,0,false
OTA-005689,LT-15039,Sensor,5.5.1,192.168.8.242,EA:06:BB:85:47:F4,Ironclad Controls Inc.,0,false
OTA-005690,TT-15043,Sensor,5.0.7,192.168.34.217,5F:92:1A:5F:ED:44,Ironclad Controls Inc.,0,false
OTA-005691,TT-15044,Sensor,4.6.9,192.168.36.87,AE:61:28:2A:A0:DC,Sentinel Automation Services,0,false
OTA-005692,FCV-15046,Positioner/RTU,3.3.8,192.168.13.239,27:75:62:76:36:33,Sentinel Automation Services,1,false
OTA-005693,FT-15047,Sensor,3.1.7,192.168.9.101,22:49:B1:34:42:76,Halberd Valve Corporation,1,false
OTA-005694,PT-15048,Sensor,1.4.3,192.168.3.21,49:A8:65:08:04:24,Sentinel Automation Services,0,false
OTA-005695,FT-15049,Sensor,5.6.0,192.168.26.5,B8:5C:E7:B2:17:D6,Ironclad Controls Inc.,0,false
OTA-005696,FCV-15052,Positioner/RTU,3.8.0,192.168.15.53,60:88:BF:13:71:2F,Ironclad Controls Inc.,1,false
OTA-005697,FCV-15054,Positioner/RTU,3.0.0,192.168.29.123,8D:9E:C7:F8:C5:B9,Sentinel Automation Services,0,false
OTA-005698,FCV-15063,Positioner/RTU,2.5.1,192.168.30.118,E7:85:BD:EC:CC:EF,Halberd Valve Corporation,1,false
OTA-005699,PT-15070,Sensor,4.5.1,192.168.7.174,8B:2C:03:3E:3B:42,Ironclad Controls Inc.,0,false
OTA-005700,FCV-15073,Positioner/RTU,2.9.5,192.168.28.181,46:FB:71:76:4F:27,Sentinel Automation Services,1,false
OTA-005701,LT-15075,Sensor,5.8.9,192.168.39.249,29:43:F5:73:3B:A0,Ironclad Controls Inc.,0,false
OTA-005702,TT-15077,Sensor,1.4.7,192.168.26.158,58:0A:F4:6F:DA:93,Halberd Valve Corporation,0,false
OTA-005703,FCV-15082,Positioner/RTU,1.1.9,192.168.40.105,FC:DA:5F:75:85:98,Sentinel Automation Services,1,false
OTA-005704,FCV-15083,Positioner/RTU,2.3.1,192.168.15.78,78:8B:4E:29:F1:28,Ironclad Controls Inc.,1,false
OTA-005705,TT-15092,Sensor,3.0.2,192.168.25.89,42:D9:1E:76:62:AD,Sentinel Automation Services,0,false
OTA-005706,LT-15095,Sensor,2.6.4,192.168.27.43,A7:CA:12:AF:E8:70,Halberd Valve Corporation,0,false
OTA-005707,TT-15100,Sensor,1.7.4,192.168.1.199,4E:35:BD:6D:48:40,Sentinel Automation Services,0,false
OTA-005708,FT-15102,Sensor,1.1.8,192.168.16.68,A2:1C:6F:A5:4D:C1,Halberd Valve Corporation,1,false
OTA-005709,LT-15103,Sensor,1.2.5,192.168.36.77,D5:30:16:8E:68:A5,Ironclad Controls Inc.,1,false
OTA-005710,FT-15105,Sensor,3.7.6,192.168.11.10,20:9B:5A:B3:CA:5B,Halberd Valve Corporation,0,false
OTA-005711,TT-15116,Sensor,2.9.5,192.168.33.52,C3:CA:46:18:BE:C4,Ironclad Controls Inc.,1,false
OTA-005712,FT-15117,Sensor,4.1.9,192.168.38.6,0F:30:F8:3C:D9:CC,Sentinel Automation Services,0,false
OTA-005713,FCV-15118,Positioner/RTU,4.5.9,192.168.29.131,F7:4D:76:E7:8C:6C,Ironclad Controls Inc.,0,false
OTA-005714,PT-15119,Sensor,3.1.3,192.168.13.131,27:A4:22:23:3B:11,Ironclad Controls Inc.,1,false
OTA-005715,TT-15120,Sensor,3.7.2,192.168.20.97,40:41:F8:00:B0:D0,Ironclad Controls Inc.,0,false
OTA-005716,TT-15122,Sensor,4.3.0,192.168.32.26,69:B6:82:EE:68:A1,Ironclad Controls Inc.,0,false
OTA-005717,LT-15123,Sensor,3.9.3,192.168.1.240,CB:12:D3:0C:78:AC,Halberd Valve Corporation,1,false
OTA-005718,TT-15124,Sensor,2.7.0,192.168.22.26,08:7A:12:41:15:97,Halberd Valve Corporation,1,false
OTA-005719,TT-15125,Sensor,2.9.7,192.168.15.228,8E:D8:AB:48:F3:70,Ironclad Controls Inc.,0,false
OTA-005720,FT-15134,Sensor,4.0.7,192.168.18.29,09:AB:FF:28:92:C9,Ironclad Controls Inc.,0,false
OTA-005721,FT-15136,Sensor,3.2.9,192.168.16.97,27:08:8A:EA:26:A2,Ironclad Controls Inc.,1,false
OTA-005722,LT-15139,Sensor,1.1.5,192.168.18.12,03:A9:0C:00:F5:3F,Sentinel Automation Services,0,false
OTA-005723,LT-15140,Sensor,5.9.9,192.168.5.109,D2:7F:B5:85:29:A8,Ironclad Controls Inc.,1,false
OTA-005724,FCV-15147,Positioner/RTU,3.1.5,192.168.14.131,E7:3F:16:C8:16:22,Sentinel Automation Services,0,false
OTA-005725,FCV-15150,Positioner/RTU,3.4.3,192.168.7.160,53:74:8F:62:DB:AA,Sentinel Automation Services,0,false
OTA-005726,TT-15152,Sensor,3.4.7,192.168.28.77,C7:AE:2F:CA:11:18,Sentinel Automation Services,1,false
OTA-005727,FT-15153,Sensor,3.3.5,192.168.4.143,D9:A6:63:5E:95:C5,Halberd Valve Corporation,1,false
OTA-005728,PT-15165,Sensor,1.0.6,192.168.3.56,4D:AE:26:FB:C5:8D,Sentinel Automation Services,1,false
OTA-005729,PT-15169,Sensor,1.6.5,192.168.13.185,6E:1C:3F:22:65:D5,Halberd Valve Corporation,0,false
OTA-005730,PT-15170,Sensor,1.2.9,192.168.12.241,04:4F:D4:C6:EC:9A,Ironclad Controls Inc.,1,false
OTA-005731,PT-15172,Sensor,4.1.8,192.168.36.213,F8:3F:B6:FB:77:80,Ironclad Controls Inc.,0,false
OTA-005732,FT-15173,Sensor,1.9.7,192.168.3.16,23:9D:86:64:A1:AF,Halberd Valve Corporation,0,false
OTA-005733,FT-15177,Sensor,4.0.0,192.168.32.169,23:F7:EC:23:A2:08,Halberd Valve Corporation,0,false
OTA-005734,LT-15179,Sensor,5.4.2,192.168.24.68,4A:0F:B2:AC:B6:C2,Halberd Valve Corporation,0,false
OTA-005735,FCV-15182,Positioner/RTU,1.7.4,192.168.16.132,7E:2D:F9:5A:F2:D5,Ironclad Controls Inc.,0,false
OTA-005736,TT-15183,Sensor,3.2.3,192.168.9.51,DD:24:A4:2B:43:77,Ironclad Controls Inc.,0,false
OTA-005737,PT-15184,Sensor,3.0.4,192.168.1.175,FA:9F:C1:98:8C:FB,Halberd Valve Corporation,0,false
OTA-005738,PT-15185,Sensor,3.9.6,192.168.39.5,9E:5B:81:B3:FF:1C,Sentinel Automation Services,0,false
OTA-005739,FT-15186,Sensor,5.7.1,192.168.10.44,FF:BF:54:DE:03:1F,Ironclad Controls Inc.,0,false
OTA-005740,LT-15196,Sensor,3.0.4,192.168.36.124,78:FF:D9:41:A4:C2,Sentinel Automation Services,1,false
OTA-005741,TT-15206,Sensor,5.0.7,192.168.36.155,EA:0B:36:73:F5:BB,Ironclad Controls Inc.,0,false
OTA-005742,TT-15207,Sensor,4.9.6,192.168.40.122,F1:44:2E:A2:50:62,Sentinel Automation Services,1,false
OTA-005743,PT-15211,Sensor,3.6.5,192.168.34.87,20:C0:1B:F2:D8:C4,Halberd Valve Corporation,0,false
OTA-005744,FCV-15213,Positioner/RTU,4.6.4,192.168.26.47,09:0F:92:1D:40:81,Ironclad Controls Inc.,1,false
OTA-005745,FT-15222,Sensor,2.3.0,192.168.11.54,7D:93:85:40:30:19,Halberd Valve Corporation,0,false
OTA-005746,FT-15223,Sensor,1.1.5,192.168.3.180,A8:77:E4:18:90:9D,Ironclad Controls Inc.,0,false
OTA-005747,TT-15225,Sensor,5.3.4,192.168.36.144,72:3A:09:3D:3B:A0,Halberd Valve Corporation,1,false
OTA-005748,PT-15226,Sensor,4.9.2,192.168.35.159,56:B7:77:42:2F:4F,Sentinel Automation Services,1,false
OTA-005749,FCV-15229,Positioner/RTU,4.9.1,192.168.29.228,97:24:9B:AD:16:02,Sentinel Automation Services,1,false
OTA-005750,FT-15236,Sensor,5.2.8,192.168.36.66,AA:D0:DA:FF:FD:A5,Ironclad Controls Inc.,0,false
OTA-005751,TT-15238,Sensor,2.1.2,192.168.10.77,57:3B:46:4A:EE:33,Sentinel Automation Services,1,false
OTA-005752,TT-15239,Sensor,3.4.9,192.168.5.14,E2:52:7D:AE:E0:7B,Halberd Valve Corporation,0,false
OTA-005753,PT-15242,Sensor,3.7.6,192.168.35.211,79:36:71:C4:8A:A2,Ironclad Controls Inc.,1,false
OTA-005754,TT-15245,Sensor,5.3.2,192.168.8.199,69:27:64:B4:3F:0F,Ironclad Controls Inc.,0,false
OTA-005755,LT-15248,Sensor,1.6.5,192.168.11.132,1B:09:DB:52:E0:88,Ironclad Controls Inc.,0,false
OTA-005756,TT-15252,Sensor,3.0.8,192.168.33.217,7C:7F:E0:33:40:88,Ironclad Controls Inc.,0,false
OTA-005757,PT-15254,Sensor,4.8.4,192.168.2.114,B1:56:F8:6A:3D:58,Sentinel Automation Services,0,false
OTA-005758,TT-15257,Sensor,4.9.2,192.168.34.192,FA:A7:9F:ED:B7:DB,Halberd Valve Corporation,1,false
OTA-005759,FCV-15258,Positioner/RTU,2.8.0,192.168.15.69,85:16:90:60:4A:D0,Ironclad Controls Inc.,1,false
OTA-005760,FT-15260,Sensor,3.0.1,192.168.15.178,4C:95:17:C9:86:6E,Sentinel Automation Services,1,false
OTA-005761,FT-15261,Sensor,2.6.8,192.168.11.138,1C:23:A9:09:09:B0,Halberd Valve Corporation,0,false
OTA-005762,LT-15263,Sensor,5.1.3,192.168.15.140,91:FF:29:EE:86:D8,Sentinel Automation Services,1,false
OTA-005763,LT-15266,Sensor,1.4.0,192.168.16.56,73:8F:02:D0:FE:5A,Halberd Valve Corporation,1,false
OTA-005764,LT-15269,Sensor,1.6.0,192.168.10.225,B3:A2:07:5F:50:89,Ironclad Controls Inc.,1,false
OTA-005765,FT-15272,Sensor,3.9.3,192.168.20.154,B5:51:7F:0B:74:F6,Halberd Valve Corporation,1,false
OTA-005766,TT-15273,Sensor,3.8.9,192.168.18.228,C4:23:E6:44:8D:AE,Ironclad Controls Inc.,1,false
OTA-005767,LT-15277,Sensor,3.1.8,192.168.5.220,16:42:C3:6B:27:34,Ironclad Controls Inc.,0,false
OTA-005768,FCV-15285,Positioner/RTU,3.6.1,192.168.35.116,89:B3:F4:00:F3:92,Ironclad Controls Inc.,1,false
OTA-005769,PT-15294,Sensor,1.1.5,192.168.24.223,DA:42:D9:B4:E3:BC,Ironclad Controls Inc.,1,false
OTA-005770,LT-15300,Sensor,5.7.3,192.168.24.122,88:D2:17:7B:9E:9A,Sentinel Automation Services,0,false
OTA-005771,LT-15301,Sensor,5.2.5,192.168.32.196,5C:66:C5:0C:BE:BD,Sentinel Automation Services,0,false
OTA-005772,TT-15303,Sensor,2.4.2,192.168.24.20,73:C9:69:52:2A:53,Halberd Valve Corporation,0,false
OTA-005773,TT-15307,Sensor,5.3.6,192.168.25.189,8C:36:E8:92:BE:2F,Sentinel Automation Services,0,false
OTA-005774,FT-15308,Sensor,4.3.3,192.168.14.41,76:3B:37:69:11:2D,Ironclad Controls Inc.,0,false
OTA-005775,LT-15312,Sensor,2.3.9,192.168.40.228,E8:7C:B4:9F:79:7B,Ironclad Controls Inc.,1,false
OTA-005776,PT-15313,Sensor,3.5.7,192.168.13.107,0B:1F:38:83:44:42,Sentinel Automation Services,1,false
OTA-005777,LT-15315,Sensor,3.0.3,192.168.39.167,CD:6F:1E:BB:F1:D9,Halberd Valve Corporation,1,false
OTA-005778,LT-15317,Sensor,1.2.1,192.168.1.49,89:88:67:6C:3D:C4,Ironclad Controls Inc.,0,false
OTA-005779,FT-15323,Sensor,3.3.8,192.168.32.15,40:88:36:2C:77:F9,Ironclad Controls Inc.,0,false
OTA-005780,PT-15325,Sensor,4.8.5,192.168.15.59,11:DD:42:A7:46:5A,Ironclad Controls Inc.,1,false
OTA-005781,FCV-15329,Positioner/RTU,2.9.1,192.168.40.70,D2:26:DD:F0:97:9A,Halberd Valve Corporation,0,false
OTA-005782,FCV-15330,Positioner/RTU,2.3.2,192.168.33.130,D3:D7:12:A8:22:28,Ironclad Controls Inc.,1,false
OTA-005783,FT-15333,Sensor,3.6.6,192.168.24.247,62:58:3F:74:DF:A5,Ironclad Controls Inc.,1,false
OTA-005784,FCV-15343,Positioner/RTU,2.5.4,192.168.28.121,28:1B:BF:C5:E2:D8,Sentinel Automation Services,1,false
OTA-005785,FT-15347,Sensor,3.2.9,192.168.36.19,9B:92:23:B1:0C:73,Ironclad Controls Inc.,0,false
OTA-005786,FCV-15348,Positioner/RTU,3.5.3,192.168.20.211,65:4E:D8:AD:26:64,Sentinel Automation Services,0,false
OTA-005787,FCV-15357,Positioner/RTU,5.7.4,192.168.20.189,49:BA:E2:52:BF:EE,Halberd Valve Corporation,0,false
OTA-005788,TT-15364,Sensor,5.1.7,192.168.14.24,AE:10:91:31:D5:C9,Sentinel Automation Services,0,false
OTA-005789,TT-15365,Sensor,5.5.6,192.168.18.171,83:DA:A1:73:FC:0F,Halberd Valve Corporation,0,false
OTA-005790,PT-15368,Sensor,3.4.5,192.168.38.205,9C:31:E0:AB:88:7C,Sentinel Automation Services,1,false
OTA-005791,FT-15369,Sensor,3.9.6,192.168.3.38,D2:78:7D:C9:79:1A,Halberd Valve Corporation,0,false
OTA-005792,FT-15372,Sensor,3.0.3,192.168.23.128,84:4F:CF:5A:F7:A5,Ironclad Controls Inc.,0,false
OTA-005793,LT-15374,Sensor,3.5.0,192.168.12.58,30:5D:98:35:EB:7B,Sentinel Automation Services,0,false
OTA-005794,LT-15376,Sensor,3.4.3,192.168.24.16,25:9A:08:08:39:AC,Halberd Valve Corporation,0,false
OTA-005795,LT-15381,Sensor,2.1.7,192.168.9.238,0B:9B:69:84:BD:7B,Halberd Valve Corporation,0,false
OTA-005796,LT-15385,Sensor,4.1.2,192.168.13.244,95:85:07:A1:65:56,Ironclad Controls Inc.,1,false
OTA-005797,FCV-15387,Positioner/RTU,2.5.0,192.168.35.66,A8:EA:24:FC:5E:6A,Halberd Valve Corporation,1,false
OTA-005798,PT-15390,Sensor,3.6.7,192.168.30.186,F4:EE:F0:A1:F6:ED,Ironclad Controls Inc.,0,false
OTA-005799,FCV-15393,Positioner/RTU,1.1.6,192.168.38.237,3C:7C:2E:68:C7:9F,Halberd Valve Corporation,1,false
OTA-005800,TT-15394,Sensor,5.6.6,192.168.21.227,5D:23:90:5F:67:77,Sentinel Automation Services,1,false
OTA-005801,TT-15395,Sensor,2.1.9,192.168.24.78,FA:1D:08:27:4C:1B,Ironclad Controls Inc.,1,false
OTA-005802,PT-15396,Sensor,1.6.7,192.168.12.200,D6:65:63:BE:D1:F6,Halberd Valve Corporation,1,false
OTA-005803,PT-15398,Sensor,3.7.9,192.168.3.60,86:1D:12:BE:EB:B1,Ironclad Controls Inc.,1,false
OTA-005804,FT-15400,Sensor,2.6.3,192.168.2.68,1A:FD:6A:1C:D6:38,Halberd Valve Corporation,0,false
OTA-005805,LT-15403,Sensor,4.6.2,192.168.12.119,79:54:41:FD:6C:78,Halberd Valve Corporation,0,false
OTA-005806,LT-15405,Sensor,4.6.7,192.168.35.96,B7:C5:12:0B:CB:8C,Sentinel Automation Services,1,false
OTA-005807,FCV-15406,Positioner/RTU,2.7.0,192.168.6.212,FC:66:19:C5:1D:82,Ironclad Controls Inc.,1,false
OTA-005808,TT-15410,Sensor,4.6.8,192.168.8.221,81:72:FB:58:38:FA,Sentinel Automation Services,0,false
OTA-005809,FCV-15411,Positioner/RTU,3.7.6,192.168.37.144,E9:6E:3C:86:BC:CA,Sentinel Automation Services,1,false
OTA-005810,FT-15412,Sensor,2.3.5,192.168.3.180,EE:C9:03:3D:99:64,Ironclad Controls Inc.,0,false
OTA-005811,LT-15413,Sensor,2.6.8,192.168.16.112,60:85:DC:F6:51:ED,Sentinel Automation Services,1,false
OTA-005812,FCV-15414,Positioner/RTU,2.1.3,192.168.6.245,E1:37:0E:52:45:9F,Ironclad Controls Inc.,1,false
OTA-005813,TT-15421,Sensor,5.6.6,192.168.17.131,C8:38:E8:66:F1:3B,Ironclad Controls Inc.,1,false
OTA-005814,LT-15423,Sensor,4.4.3,192.168.20.14,4D:BF:C2:9B:B3:93,Halberd Valve Corporation,0,false
OTA-005815,LT-15425,Sensor,4.3.5,192.168.36.14,31:FC:14:56:96:F6,Halberd Valve Corporation,0,false
OTA-005816,FCV-15426,Positioner/RTU,2.7.7,192.168.7.111,C6:A9:46:82:10:61,Ironclad Controls Inc.,1,false
OTA-005817,LT-15427,Sensor,3.8.1,192.168.38.16,D3:4D:A2:0B:00:5E,Halberd Valve Corporation,1,false
OTA-005818,TT-15438,Sensor,5.0.8,192.168.6.4,0E:D6:D9:85:04:FC,Halberd Valve Corporation,1,false
OTA-005819,TT-15439,Sensor,1.0.3,192.168.25.110,FE:AE:83:63:2D:9E,Sentinel Automation Services,1,false
OTA-005820,TT-15445,Sensor,4.5.5,192.168.24.134,61:D5:05:5D:C5:14,Sentinel Automation Services,0,false
OTA-005821,FT-15447,Sensor,4.7.9,192.168.18.32,5E:9A:01:49:64:62,Halberd Valve Corporation,0,false
OTA-005822,LT-15448,Sensor,2.9.0,192.168.3.212,5F:4A:B4:AB:D8:7A,Halberd Valve Corporation,1,false
OTA-005823,FCV-15451,Positioner/RTU,5.0.0,192.168.20.234,E2:88:B9:0D:45:F0,Halberd Valve Corporation,0,false
OTA-005824,FCV-15456,Positioner/RTU,2.3.7,192.168.39.157,E7:2A:87:09:60:52,Halberd Valve Corporation,1,false
OTA-005825,FT-15457,Sensor,5.9.4,192.168.40.97,BE:B2:64:44:83:9D,Sentinel Automation Services,1,false
OTA-005826,PT-15465,Sensor,1.3.3,192.168.36.56,67:D3:81:24:D9:B5,Ironclad Controls Inc.,1,false
OTA-005827,LT-15466,Sensor,2.3.4,192.168.18.27,6A:6D:2A:FE:36:A4,Ironclad Controls Inc.,0,false
OTA-005828,FCV-15467,Positioner/RTU,4.3.6,192.168.11.59,5E:9F:EF:C1:39:34,Halberd Valve Corporation,0,false
OTA-005829,TT-15468,Sensor,4.8.1,192.168.25.214,E1:48:17:13:46:9F,Sentinel Automation Services,1,false
OTA-005830,FCV-15470,Positioner/RTU,3.5.7,192.168.29.64,A1:F8:DA:D6:CB:A8,Sentinel Automation Services,1,false
OTA-005831,FCV-15471,Positioner/RTU,1.4.9,192.168.30.192,86:A4:68:D2:67:28,Sentinel Automation Services,0,false
OTA-005832,PT-15477,Sensor,3.7.1,192.168.35.237,94:05:C1:FF:73:48,Ironclad Controls Inc.,1,false
OTA-005833,FCV-15480,Positioner/RTU,5.8.3,192.168.22.138,CA:C3:9E:21:17:CA,Sentinel Automation Services,0,false
OTA-005834,PT-15485,Sensor,2.0.9,192.168.12.191,DB:11:47:1E:BE:59,Ironclad Controls Inc.,1,false
OTA-005835,FCV-15486,Positioner/RTU,4.9.8,192.168.5.227,55:FE:7F:65:59:D9,Sentinel Automation Services,0,false
OTA-005836,PT-15494,Sensor,4.4.3,192.168.9.111,1A:5A:E0:21:14:CD,Ironclad Controls Inc.,0,false
OTA-005837,FCV-15496,Positioner/RTU,1.8.0,192.168.10.174,09:A2:EF:DB:EA:65,Sentinel Automation Services,1,false
OTA-005838,PT-15497,Sensor,5.0.5,192.168.20.124,71:0D:1C:AC:1C:AF,Halberd Valve Corporation,1,false
OTA-005839,TT-15500,Sensor,2.8.4,192.168.32.222,1E:AE:8E:A4:2E:38,Ironclad Controls Inc.,1,false
OTA-005840,TT-15505,Sensor,5.2.9,192.168.19.195,DD:17:B9:00:B1:10,Sentinel Automation Services,0,false
OTA-005841,FT-15507,Sensor,3.9.2,192.168.22.65,2C:B0:A4:16:9A:5C,Sentinel Automation Services,0,false
OTA-005842,PT-15510,Sensor,4.9.8,192.168.7.136,8A:BD:F1:93:10:B2,Ironclad Controls Inc.,0,false
